post_title,ID,post_content,post_excerpt,post_date,post_name,post_author,post_publisher,post_status,featured_image,post_format,comment_status,ping_status,post_category,post_tag
The One Solution To Staying Cool This Summer,170384579,"<p><span style=""font-weight: 400;"">Summer is officially here. Try as you might with misting fans, hats, and seeking out evening breezes, sometimes you just can’t beat the heat when you’re outside. So stay in!  The easiest way to stay cool this summer is to stay in your Eight bed. Who doesn’t want an excuse to stay in bed longer?</span></p>
<p><span style=""font-weight: 400;"">All of Eight’s products are expertly designed for sleeping cool and comfortable.</span></p>
<p> </p>
<p><strong>A cooling mattress</strong></p>
<p>The <a href=""https://eightsleep.com/eight-pod-sleep-cool/"">Eight Sleep Pod</a> is the only bed that features dynamic cooling. It can cool down each side of the bed to as low as 55 degrees Fahrenheit. With its technology seamlessly integrated into four layers of premium foam, it's the ideal blend of comfort and cooling technology. There's nothing else like it in the market.</p>
<p> </p>
<p><b>Cotton Sheets</b></p>
<p><span style=""font-weight: 400;"">What’s a bed without sheets? Cotton sheets</span><span style=""font-weight: 400;""> are soft and cool. They don’t trap heat, so you won’t wake up covered in sweat.  </span></p>
<p> </p>
<p><b>Stay Connected</b></p>
<p><span style=""font-weight: 400;"">Don’t let the temperature outside affect how you sleep. You can connect Eight to smart thermostats like Nest to help you stay cool. Setup and customize your ideal sleep environment so you’re always well rested. </span></p>
<p><span style=""font-weight: 400;"">Staying cool and well rested is the smart choice. So sleep smart with Eight this summer. </span></p>",,6/26/2017 15:59,the-one-solution-to-staying-cooling-this-summer,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/AdobeStock_80003054.jpeg?v=1498507850,,open,open,Uncategorized,Product
A Cognitive Scientist Created A Drug-Free Trick To Put You To Sleep,169946243,"<p>Can't sleep? We might finally have a solution for you. Luc Beaudoin, a cognitive scientist from Simon Fraser University in Vancouver, invented a method to help people fall asleep.</p>
<p>When people struggle to fall asleep, they usually think about not being able to sleep, which then makes it even harder to fall asleep. He came up with a technique called ""<a href=""https://mysleepbutton.com/support/do-it-yourself-cognitive-shuffle-sdi/"" target=""_blank"" rel=""noopener noreferrer"">cognitive shuffling</a>,"" which is meant to distract the brain and lull it into that groggy state that proceeds a sleep cycle.</p>
<p><strong>How do you do the cognitive shuffle?</strong> </p>
<p>It's a simple word game that you play in your head. Pick a word that contains at least five letters. Take the first letter, and create a new list of words that begin with it, then vividly picture each in your mind. When you run out of ideas, move on to the next letter. When you finish all of those letters, think of a new word. </p>
<p>Let's try it out: </p>
<p><strong style=""background-color: #ffff00;"">CARING</strong></p>
<p>Which starts with the letter ""C"" so:</p>
<ul>
<li><em>Cat, camp, candy, Christmas, cow. . .</em></li>
</ul>
<p> </p>
<p>The next letter in CARING is ""A"" so:</p>
<ul>
<li><em>Apple, avenue, angel, athlete. . .</em></li>
</ul>
<p> </p>
<p>If you don't feel like doing all that thinking, you can download his app  <a href=""https://mysleepbutton.com/home/"" target=""_blank"" rel=""noopener noreferrer"">mySleepButton</a>. Turn it on, close your eyes, and listen to a voice read out a list of random things. Imagine them in your mind as you fall asleep. For example, you might hear ""a girl adjusting her ponytail"" followed by ""a child talking to Superman."" Seems odd, but the mix of these mental images distracts the conscious brain while your body gets on with the natural process of drifting off to sleep. </p>",,6/8/2017 17:30,a-cognitive-scientist-created-a-drug-free-trick-to-put-you-to-sleep,eightcarliedobkin,Carlie Dobkin,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/AdobeStock_125691120.jpeg?v=1496957641,,open,open,Uncategorized,Trending
A Brief History Of The Mattress,169880579,"<p><span style=""font-weight: 400;"">Beds are a place to unwind and get some rest at the end of a long day. Most of us probably don’t think much about the everyday item that plays such a big role in our lives. But the mattress has come a long way to be what it is today. Read below for a brief timeline of how the mattress has evolved. </span></p>
<p><b>10,200 B.C.E:</b><span style=""font-weight: 400;""> The very first bed is invented. These beds likely were made with materials like leaves, grass, and whatever was plentiful in nature covered in animal hides. Imagine how tired our ancestors must have been after constructing their own mattresses!</span></p>
<p><b>3,400 B.C.E: </b><span style=""font-weight: 400;"">Egyptians sleep on piles of palm branches.</span></p>
<p><b>200 B.C.E: </b><span style=""font-weight: 400;"">Romans take it up a notch by stuffing materials like straw and wool inside of cloth to sleep on.</span></p>
<p><b>Early 18th century: </b><span style=""font-weight: 400;"">Mattresses are now stuffed with wool or cotton.</span></p>
<p><b>1857: </b><span style=""font-weight: 400;"">The coil spring, integral to the innerspring mattress, is invented.</span></p>
<p><b>1871: </b><span style=""font-weight: 400;"">The first innerspring mattress is created.</span></p>
<p><b>End of 19th century: </b><span style=""font-weight: 400;"">The first box springs are invented.</span></p>
<p><b>1929: </b><span style=""font-weight: 400;"">Latex rubber mattresses are produced.</span></p>
<p><b>1930s:</b><span style=""font-weight: 400;""> Pocket spring mattresses are first introduced.</span></p>
<p><b>1960s: </b><span style=""font-weight: 400;"">Waterbeds are introduced to consumers.</span></p>
<p><b>2015-2016: </b><span style=""font-weight: 400;"">Eight launches its innovative sleep tracker in 2015. The Eight Smart Bed, which provides the perfect amount of support and comfort, is launched in 2016.</span></p>
<p><span style=""font-weight: 400;"">Next time you crawl into bed feeling exhausted, be glad you didn’t have to spend all day building your own mattress! </span></p>",,6/6/2017 18:03,a-brief-history-of-the-mattress,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/who-invented-the-mattress-e1464982512390-1.jpg?v=1496843234,,open,open,Uncategorized,Culture
Foam Vs. Gel Mattresses,169848771,"<p><span style=""font-weight: 400;"">It can be challenging enough deciding between an innerspring or a foam mattress. But when you throw gel in the mix, the decision can become even more confusing. Eight is here to help. Here are the differences to consider between a foam and a gel mattress:</span></p>
<p> </p>
<p><b>Materials</b></p>
<p><span style=""font-weight: 400;"">Both foam and gel mattresses are made from viscoelastic, a material that reacts to weight and body temperature. Gel foam mattresses, however, are infused with, what else, gel. This gel is often throughout the entire mattress but sometimes is only found in one layer.</span></p>
<p><span style=""font-weight: 400;"">Eight is unique in that it has four high density foam layers that make up the mattress.</span></p>
<p><span style=""font-weight: 400;"">–2” of latex-like foam (responds like latex but provides better support and breathability)</span></p>
<p><span style=""font-weight: 400;"">–2” of memory foam (provides the right comfort and support)</span></p>
<p><span style=""font-weight: 400;"">–2” of transition foam (equally distributes weight and lets the mattress adapt better to your sleep position)</span></p>
<p><span style=""font-weight: 400;"">–4” of support foam (guarantees the right support and durability of the mattress)</span></p>
<p> </p>
<p><b>Foam</b></p>
<p><span style=""font-weight: 400;"">Foam mattresses like Eight’s mattress provide support to your entire body so you never wake up feeling sore. Foam does not transfer movement easily, so you won’t be disturbed by a partner’s tossing and turning. Memory foam is the perfect balance between firm and soft. Memory foam mattresses not made with the right type of foam can cause people to sleep warm.</span></p>
<p> </p>
<p><b>Gel</b></p>
<p><span style=""font-weight: 400;"">The main difference from foam mattresses is the inclusion of gel. Gel added to foam allows heat to escape that in poorly made memory foam mattresses could cause you to become too hot during the night, making it hard to sleep.  Gel mattresses feel cool when you first lay down on them, but that feeling may only last a  few minutes since the gel takes on the temperature of the environment it is in.</span></p>
<p> </p>
<p><b>The Verdict</b></p>
<span style=""font-weight: 400;"">The main difference between the two types of mattresses is in heat retention. Gel infused foam mattresses aim to make you sleep cooler, but they do not necessarily stay cool.  Our mattress is designed to stay cool overnight thanks to its premium materials and composition.  If you purchase a top quality foam mattress like the Eight mattress, there is no need for gel in the mattress. Still can’t decide which type of mattress is right for you? Sleep on it. Eight offers a 100 night trial for you to try our unique foam mattress for yourself. </span>",,6/5/2017 16:08,foam-vs-gel-mattresses,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/white_bed.png?v=1496693377,,open,open,Uncategorized,Product
Sleep Improves For Fathers As Kids Grow Older,169842563,"<p>Following our preliminary research on <a href=""https://eightsleep.com/blogs/news/mothers-experience-more-sleep-challenges-than-fathers"" target=""_blank"" rel=""noopener noreferrer"">the quality of sleep for parents</a>, which found that fathers get less sleep than mothers, we analyzed the data again to explore what other factors may affect the quality of a father's sleep. We found that for fathers with children ages 0 to 5 years, their sleep suffered significantly more than for those with teenage children ages 15 to 20. </p>
<script src=""//cdn.playbuzz.com/widget/feed.js""></script>
<div class=""pb_feed"" data-shares=""false"" data-comments=""false"" data-game-info=""false"" data-item=""59286977-a4c1-4721-a7c9-31671590ba97"" data-embed-by=""24bd3a4f-148f-43e6-96f5-91e22755ebd6"" data-version=""2""></div>
<p>After analyzing survey responses in correlation to the true sleep data collected from our sleep tracking technology, we learned that fathers with children under 5 years old had lower sleep scores than fathers with children ages 15 to 20. Men with younger children had an average sleep score of 69 while men with older children had a sleep score of 74. That is a 5 point difference! When self-reporting their sleep quality, men with younger children were less likely to rate their sleep as restful, with 44% saying their sleep quality was ""good"" compared to 65% of fathers with older children. </p>
<p><span style=""font-weight: 400;"">Other factors were considered, such as occupation and marital status, but those did not have a notable impact on a father’s sleep. Being married or in a domestic partnership had a slight significance that deserves to be mentioned. On average, 47% of married fathers rated their sleep as “good” compared to 39% of divorced fathers. Married fathers also slept the longest with 7 hours 23 minutes while divorced fathers only slept an average of 6 hours 24 minutes. Moreover, divorced fathers had the lowest sleep score -  61.5. Despite this stark contrast, further analysis is required due to a skewed number of married participants. </span></p>
<p>The conclusions from this report confirm previous studies about fatherhood and sleep. According to a <a href=""http://www.npr.org/sections/health-shots/2016/04/05/473002684/for-new-parents-dad-may-be-the-one-missing-the-most-sleep"" target=""_blank"" rel=""noopener noreferrer"">2013 study</a>, new fathers missed more sleep than mothers. Of 21 mother-father pairs enjoying their first infant experience, fathers actually got less sleep than the mothers and experienced more confirmed sleepiness. The good news is that sleep gets better with age. As the children grow up, fathers reported higher sleep quality and saw higher sleep scores; whereas, mothers did not follow that pattern.</p>
<p>To read the full report, <a href=""https://cdn.shopify.com/s/files/1/1354/6123/files/Fatherhood_Sleep_Report.pdf?14890403397921161625"">click here</a>. </p>
<p> </p>",,6/5/2017 11:25,sleep-improves-for-fathers-as-kids-grow-older,eightcarliedobkin,Carlie Dobkin,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/Screen_Shot_2017-06-05_at_11.31.16_AM.png?v=1496676694,,open,open,Uncategorized,Trending
What the Longest Day of the Year Means for Your Sleep,169822851,"<p><span style=""font-weight: 400;"">June 21st is the longest day of the year.  On this day, the tilt of earth’s axis is aligned closely with the sun, giving us the most daylight. The summer solstice marks the onset of summer, and will occur in the northern hemisphere at 12:24am (EST). While that extra daylight is nice for backyard picnics and working outdoors, what does it do to our sleep? </span></p>
<p><span style=""font-weight: 400;"">All that sun exposure can make it hard to sleep. Think about it: your body has become accustomed  to the sun setting around the same time every day and then you going to bed a few hours after that. When the sun sets later, your body’s internal clock will be thrown off. You may find it harder to fall asleep since the light doesn’t align with your natural body clock.</span></p>
<p><span style=""font-weight: 400;"">The summer solstice can make sleep even more difficult for those already suffer from sleep issues. The increased daylight does not allow enough melatonin, a key ingredient for sleep, to be produced.</span><span style=""font-weight: 400;""><a href=""http://philadelphia.cbslocal.com/2014/06/20/health-doctors-warn-summer-solstice-could-cause-issues-for-those-who-suffer-with-sleep-problems/""> Melatonin is produced at night, so more daylight means less time for it to be produced.</a></span></p>
<p><span style=""font-weight: 400;"">The good news? The summer solstice can be an opportune time to reset your body clock if you want to get more sleep and start waking up or going to sleep at different times. The earlier sunrise can cause you to wake up earlier, so if you’ve been meaning to catch that 6 AM workout class, the summer solstice may help! However, the later sunset can make you want to stay up longer. Avoid the extra daylight getting in the way of your 8 hours by using blackout shades.</span></p>
<p><span style=""font-weight: 400;"">Safely soak up the sun while you can, and use this summer solstice as an opportunity for sunset Instagrams and getting back on track for great sleep.</span></p>",,6/4/2017 14:13,what-the-longest-day-of-the-year-means-for-your-sleep,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/sunset_dock.jpeg?v=1496600035,,open,open,Uncategorized,Trending
Climate Change Is Messing Up Our Sleep,169715139,"<p><span style=""font-weight: 400;"">We know by now that global warming causes damage to the environment. But can it cause issues with our sleep too?</span></p>
<p><span style=""font-weight: 400;"">It turns out that the rising temperatures and increasing levels of carbon dioxide associated with global warming harm both the environment and our sleep.</span></p>
<p><span style=""font-weight: 400;"">People who live in areas with high levels of carbon dioxide in the air, often caused by cars in traffic, tend to experience sleep disruption over time. A study from the University of Washington found that people who lived in areas with the most air pollution are likely to have more trouble sleeping.</span></p>
<p><span style=""font-weight: 400;"">Air pollution has also been linked with </span><a href=""https://www.nhlbi.nih.gov/health/health-topics/topics/sleepapnea""><span style=""font-weight: 400;"">sleep apnea</span></a><span style=""font-weight: 400;"">, a breathing condition that disrupts sleep. According to author Martha E. Billings in a </span><a href=""https://www.usatoday.com/story/news/nation-now/2017/05/23/air-pollution-could-disrupting-your-sleep/338673001/""><span style=""font-weight: 400;"">USA Today article</span></a><span style=""font-weight: 400;"">, “a</span><span style=""font-weight: 400;"">ir pollutants can lead to irritation and inflammation in airways and nasal passages.” When airways and nasal passages become blocked, breathing becomes harder. As anyone with allergies knows, difficulty breathing negatively affects sleep.</span></p>
<p><span style=""font-weight: 400;"">And if the air pollution weren’t bad enough, the rise in temperature has been shown to impact sleep as well according to a new article in </span><a href=""http://advances.sciencemag.org/content/3/5/e1601555""><span style=""font-weight: 400;"">Science Advances</span></a><span style=""font-weight: 400;"">. Room and body temperature play a key role in falling asleep. If the sleeping environment is too cold or hot, there will be difficulty falling and staying asleep.  Those who do not have air conditioning systems will be affected by sleeplessness caused by global warming.</span></p>
<span style=""font-weight: 400;"">In order to sleep smart, we have to live smart. Protecting our environment can help improve our sleeping environment. </span>",,5/30/2017 15:55,how-global-warming-disrupts-sleep,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/melting_earth.jpeg?v=1496175500,,open,open,Uncategorized,Trending
This Is What Happens To Your Brain When You're Sleep Deprived,169714691,"<div>According to a new study, sleep deprivation is way more serious than needing an extra cup of coffee in the morning. Consistently not getting enough sleep significantly harms the brain. The recent study, published in the <a href=""http://www.jneurosci.org/content/37/21/5263"" target=""_blank"" rel=""noopener noreferrer"">Journal of Neuroscience</a>, suggests that losing sleep causes the brain to ""eat itself."" </div>
<div></div>
<div></div><br>
<div>Researchers led by Michele Bellesi of the Marche Polytechnic University in Italy studied the brains of mice who were well-rested and who were sleep-deprived.</div>
<div></div>
<div></div><br>
<div>They analyzed the brains of mice that had regular sleep, spontaneous wake, sleep deprivation, and chronic sleep restriction (no sleep for over 5 days). Specifically, they looked at the mice's glial cells, which help clean up the brain and support the neurons. </div>
<div></div>
<div></div>
<div></div>
<div></div><br>
<div>One type of glial cell - an astrocyte - rids the brain of extraneous synapses in an effort to rewire and rejuvenate it. Another, called a microglial cell, is meant to destroy old cells via a process called phagocytosis. </div>
<div></div>
<div></div>
<div></div>
<div></div><br>
<div>Sleep-deprived mice had more active astrocytes than well-rested mice (13.5% synapse activity compared to 5.7%). To put it simply, portions of synapses, or connections, were being eaten by astrocytes due to sleep-deprivation. However, breaking down brain debris may not necessarily be a bad thing. This finding requires a lot more research to fully understand the phenomenon. </div>
<div></div>
<div></div>
<div></div>
<div></div><br>
<div>The experiment also looked at the effect of sleep deprivation the microglial cells, which account for around 15% of cells in the brain. They found that chronic sleep restriction led to increased signs of microglial activation, which may lead to serious brain diseases such as Alzheimer's. </div>
<div></div>
<div></div>
<div></div>
<div></div><br>
<div>Sleep deprivation has plenty of negative effects including impaired attention, cognitive speed, memory, emotional intelligence, and decision making. Scientists have also found reduced metabolism and blood flow in sleep-deprived brains. Take care of your brain by sleeping smart. At Eight Sleep, we are dedicated to helping you achieve your best night's sleep. <a href=""eightsleep.com"">Shop our products today</a>. </div>",,5/30/2017 15:43,this-is-what-happens-to-your-brain-when-youre-sleep-deprived,eightcarliedobkin,Carlie Dobkin,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/1800_gfap_green_and_magenta_200x_3d470352-57b8-4c08-bca3-2ce5948ced6a.jpg?v=1496173431,,open,open,Uncategorized,Trending
How to Become a Morning Person,169707779,"<p><span style=""font-weight: 400;"">We get it; waking up early sounds about as appealing as squeezing onto the subway during the morning commute.  Some people naturally thrive in the mornings while others prefer to sleep in. But just because you aren’t naturally a morning person doesn’t mean you can’t become one.</span></p>
<iframe src=""https://giphy.com/embed/FGgf0htHFKTM4"" width=""480"" height=""329"" frameborder=""0"" class=""giphy-embed"" allowfullscreen=""""></iframe>
<p><a href=""https://giphy.com/gifs/subway-FGgf0htHFKTM4"">via GIPHY</a></p>
<p><span style=""font-weight: 400;"">Waking up early in the morning gives you more time to accomplish tasks. So if you’re feeling overwhelmed with a busy schedule, you have all the more reason to follow these tips to become a morning person.</span></p>
<p><b>Positivity is everything</b></p>
<p><span style=""font-weight: 400;"">Tell yourself you </span><i><span style=""font-weight: 400;"">can </span></i><span style=""font-weight: 400;"">do this; you will become a morning person! Do something in the morning that makes you actually want to get out of bed. Dedicate 10 minutes or so every morning to watching your favorite show or listening to your favorite album. Listening to uplifting tunes can also help awaken your senses and set a positive tone for the day. But...</span></p>
<p><b>Don’t overwhelm the senses immediately</b></p>
<p><span style=""font-weight: 400;"">Start the day by doing one small activity at a time.  Don’t immediately start multitasking, but rather ease your brain into daytime activities. If you do listen to music in the morning, start out with some calm coffee shop acoustic before listening to </span><i><span style=""font-weight: 400;"">Crazy Train.</span></i></p>
<p><b>Go to bed early</b></p>
<p><span style=""font-weight: 400;"">This sounds like a no-brainer, but it can be trickier than you think. You may feel you have a lot of work left to do before bed, but know that the extra few hours you’ll gain by waking up early the next morning will give you plenty of time to finish. Set an alarm reminding yourself when it’s time to get ready for bed. Eventually, it will become second nature, and you will no longer need the reminder.</span></p>
<p><b>Ease into it and stick to a schedule </b></p>
<p><span style=""font-weight: 400;"">Don’t try to go from waking up at 8am to 6am in one day. Wake up a half hour earlier each day until you reach your desired wake up time. Once you’re there, stick to it! Also, try not to sleep in too late on the weekends. Eight’s app and sleeptracker lets you track your sleep so you know what time you’re actually waking up each morning.</span></p>
<p><b>Let it shine</b></p>
<p><span style=""font-weight: 400;"">Keep the shades in your bedroom half open. It is much easier to wake up to some natural light, and this way you won’t go blind when you open the shades and all the light enters at once.</span></p>
<span style=""font-weight: 400;"">Follow these simple tips, and you’ll be an early riser before you know it!</span>",,5/30/2017 12:25,how-to-become-a-morning-person,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/woman_waking_up_bright.jpeg?v=1496161508,,open,open,Uncategorized,Lifestyle
Why You Can’t Sleep Late Anymore,169707651,"<p><span style=""font-weight: 400;"">It’s finally the weekend, and the thing you’re looking forward to the most isn’t the night out with friends, the days off of work, or even the Friday night special at your favorite bar. You’re most excited to finally sleep in. </span></p>
<p><span style=""font-weight: 400;"">Even though many of us want to sleep in on days off, as we grow older we find that we can’t. So what gives?</span></p>
<p><span style=""font-weight: 400;"">As we get older, we need less sleep. </span><a href=""https://sleepfoundation.org/excessivesleepiness/content/how-much-sleep-do-we-really-need-0""><span style=""font-weight: 400;"">Infants sleep considerably more than those middle aged and above</span></a><span style=""font-weight: 400;"">; it’s only natural. Most adults only need 8 hours of sleep a night. Trying to force your body to sleep in past those 8 hours doesn’t usually work too well.</span></p>
<p><span style=""font-weight: 400;"">What’s more, even if you don’t set an alarm, your body acts as a natural alarm clock. Our bodies get accustomed to waking up at the same time during the week for those of us who have 9-5 jobs, and our body’s internal clock does not differentiate between weekends and weekdays.</span></p>
<p><span style=""font-weight: 400;"">It can be frustrating to naturally wake up early on weekends and holidays, but it’s actually a good thing.You may not be able to clock extra hours of weekend sleep, but the bright side is once your body gets used to a routine, it makes it easier to wake up early in the mornings. Your body is no longer fighting with you to make that 9am meeting, so be thankful.</span></p>
<span style=""font-weight: 400;"">We all have weekend projects waiting to get done, so take advantage of those extra hours in the morning! </span>",,5/30/2017 12:21,why-you-can-t-sleep-late-anymore,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/alarm_clock_in_bed.jpeg?v=1496161270,,open,open,Uncategorized,Lifestyle
8 Habits of Well Rested People,169707267,"<p><span style=""font-weight: 400;"">Ever see those people perky and alert on Monday mornings without a coffee in their hand and wonder just what their secret is? Well it turns out, they have eight secrets. By following the tips below, you too can become a well rested person.</span></p>
<ol>
<li style=""font-weight: 400;""><strong>They maintain a regular sleep schedule </strong></li>
</ol>
<p><span style=""font-weight: 400;"">The importance of going to bed and waking up at the same time cannot be stressed enough. Try to avoid sleeping in on weekends, as tempting as it may be. </span></p>
<ol start=""2"">
<li><strong>  They enjoy taking naps </strong></li>
</ol>
<p><span style=""font-weight: 400;""> Naps can help you feel more rested as long as they are 15-35 minutes or a full 90 minutes. Time of day is also crucial when it comes to naps. Nap in the early afternoon and never after 4:30 since it can affect your nighttime sleep. </span></p>
<ol start=""3"">
<li><strong> They do their best to relax before bed</strong></li>
</ol>
<p><span style=""font-weight: 400;"">The Eight app features meditation sessions and soothing white noise to help you destress before bed. You won’t be well rested if you’re up all night worrying, so try writing down your concerns in a journal before bed or reading a relaxing book. If you’re having trouble sleeping, imagine a soothing beach or a beautiful landscape. </span></p>
<ol start=""4"">
<li><strong> They work out </strong></li>
</ol>
<p><span style=""font-weight: 400;"">Overtime, </span><a href=""https://eightsleep.com/blogs/news/how-exercise-can-help-you-sleep-better""><span style=""font-weight: 400;"">exercise can help you sleep better</span></a><span style=""font-weight: 400;"">. According to a </span><a href=""https://sleepfoundation.org/sites/default/files/RPT336%20Summary%20of%20Findings%2002%2020%202013.pdf""><span style=""font-weight: 400;"">2013 National Sleep Foundation</span></a><span style=""font-weight: 400;""> survey, people who report exercising more report sleeping better, too. However, some people experience restfulness after vigorous exercise, so avoid pumping iron too close to bedtime. </span></p>
<ol start=""5"">
<li><strong> They don't stress about going to bed late one night</strong></li>
</ol>
<p><span style=""font-weight: 400;"">Yes, it’s important to maintain a schedule, but don’t beat yourself up for staying up past your bedtime one night. The stress from this could keep you up even later, so just accept that it is okay and promise yourself you’ll get back on track tomorrow. </span></p>
<ol start=""6"">
<li><strong> They don’t sleep with a pet</strong></li>
</ol>
<p><span style=""font-weight: 400;"">Everyone loves kitten cuddles, but your restless pets could prevent you from getting a good night’s rest. </span><a href=""http://www.huffingtonpost.com/2014/06/05/pets-sleep-sharing-bed_n_5439851.html""><span style=""font-weight: 400;"">Thirty percent of pet owners</span></a><span style=""font-weight: 400;""> who sleep with their pet report waking up because of their four-legged friend at least once per night. What’s more, if you have an outdoor pet, it could be bad for your sleep health. Read more </span><a href=""https://eightsleep.com/blogs/news/why-you-shouldn-t-sleep-with-your-pet""><span style=""font-weight: 400;"">here</span></a><span style=""font-weight: 400;"">. </span></p>
<ol start=""7"">
<li><strong> They recognize the importance of sleep</strong></li>
</ol>
<p><span style=""font-weight: 400;"">You can’t expect to be well rested if you don’t appreciate the benefits of being well rested. It’s important to make sleep a priority. Working during the wee hours of the night is a recipe for burnout, not productivity. If you’re feeling tired, put down your laptop a little bit early. Insufficient sleep will impair your performance the next day, so it’s crucial you get a good night’s sleep. </span></p>
<ol start=""8"">
<li><strong> They know when enough is enough</strong></li>
</ol>
<p><span style=""font-weight: 400;"">Well rested people who tried everything to get sleep on their own know when it is time to seek help from a professional. If you’re practicing good sleep health but still find yourself unable to fall or stay asleep, talk to a specialist. </span></p>",,5/30/2017 12:06,8-habits-of-well-rested-people,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/woman_smilin_sleepin.jpeg?v=1496160753,,open,open,Uncategorized,Lifestyle
The Pros and Cons of Each Sleeping Position,169628611,"<p>Whether you sleep sprawled out on your back or curled up in a little ball, the position you sleep in can affect the quality of your sleep. Sleep position can play a role in snoring, heartburn, and even wrinkles. And some positions are better than others (sorry, stomach sleepers!) </p>
<p><span style=""text-decoration: underline;"">Back Sleepers</span> </p>
<p><strong>Pros:</strong> Sleeping on your back is great for the spine and neck because the back is straight and not forced into any contortions. In an ideal world, you'd sleep on your back without any pillows, as this position leaves the neck in a neutral position. Back sleeping also has its cosmetic benefits. Spending all night with your face in the air, as opposed to smooshed into a pillow, leads to fewer facial wrinkles. </p>
<p><strong>Cons:</strong> For those who snore or suffer from sleep apnea, sleeping on your back will enhance this. Lying on your back causes the back of the tongue to collapse into the airway, which obstructs breathing and creates those beautiful snoring sounds. Doctors suggest side sleeping for people with sleep apnea. </p>
<p><span style=""text-decoration: underline;"">Side Sleepers</span></p>
<p><strong>Pros:</strong> Sleeping on the side is the most common sleep position for a reason. If you are a side sleeper, you should definitely sleep on the left side. It alleviates acid reflux and heartburn, boosts digestion, stimulates the drainage of toxins from the lymph nods, improves circulation, and helps your brain filter out waste. Due to anatomy and the location of your body's organs, these amazing benefits only come from sleeping on the left side. </p>
<p><img src=""https://i1.wp.com/www.healthylifetricks.com/wp-content/uploads/2015/08/sleeping-on-the-left-side.jpg?w=600"" alt="""" width=""489"" height=""261"" style=""display: block; margin-left: auto; margin-right: auto;""></p>
<p><strong>Cons:</strong> Sleeping on the left side can put pressure on the stomach and lungs, so it's best to switch it up. Most notably, side sleepers may experience that dreaded arm numbness from resting on a single arm for too long. Finally, this position puts a lot of stress on the shoulders so if you have shoulder pain, you should not sleep on your side. </p>
<p><span style=""text-decoration: underline;"">Stomach</span></p>
<p><strong>Pros:</strong> Stomach sleeping eases snoring, but that's about it. </p>
<p><strong>Cons:</strong> Sleeping on your stomach is probably the worst sleeping position, especially if you have back problems. It flattens the natural curve of the spine, which can lead to lower back pain. Plus, sleeping all night with your head turned to one side will strain the neck. If you do prefer this position, try sticking a pillow under the hips and lower abdomen to give the bottom of the spine a lift. </p>
<p><span style=""text-decoration: underline;"">The Bottom Line</span></p>
<p>Sleeping is a personal experience, so you should sleep in whichever position is the comfiest for you. If you do suffer from back pain or snore frequently, try switching up your position. It may make a huge difference. The key takeaway is to continue doing what feels right, but if you just ate a huge meal, definitely sleep on your left side! </p>",,5/26/2017 15:47,the-pros-and-cons-of-each-sleeping-position,eightcarliedobkin,Carlie Dobkin,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/GettyImages-491787015.jpg?v=1495829059,,open,open,Uncategorized,"Culture, Lifestyle"
